Sample_file	Genome_file	Adjusted_ANI	Eff_cov	ANI_5-95_percentile	Eff_lambda	Lambda_5-95_percentile	Median_cov	Mean_cov_geq1	Containment_ind	Naive_ANI	Contig_name
S12485_1_R1.fastq.gz	gtdb_genomes_reps_r220/database/GCF/019/799/965/GCF_019799965.1_genomic.fna.gz	93.24	0.787	92.94-93.54	0.787	0.69-0.86	2	2.555	1217/18775	91.55	NZ_JABGCJ010000056.1 Modestobacter italicus strain CPCC 205242 Scaffold100_1, whole genome shotgun sequence
S12485_1_R1.fastq.gz	gtdb_genomes_reps_r220/database/GCF/025/716/945/GCF_025716945.1_genomic.fna.gz	93.22	0.708	92.96-93.55	0.708	0.61-0.79	2	2.708	1240/20727	91.32	NZ_JAOVZT010000010.1 Geodermatophilus sp. YIM 151500 NODE_10_length_172604_cov_263.956183, whole genome shotgun sequence
S12485_1_R1.fastq.gz	gtdb_genomes_reps_r220/database/GCF/026/968/045/GCF_026968045.1_genomic.fna.gz	93.20	0.717	92.92-93.55	0.717	0.64-0.80	2	2.609	1129/18754	91.33	NZ_JAPVBQ010000001.1 Modestobacter sp. VKM Ac-2977 n1, whole genome shotgun sequence
S12485_1_R1.fastq.gz	gtdb_genomes_reps_r220/database/GCF/019/112/525/GCF_019112525.1_genomic.fna.gz	93.18	0.640	92.71-93.50	0.640	0.54-0.74	2	2.747	993/18260	91.03	NZ_CP077800.1 Modestobacter sp. L9-4 chromosome, complete genome
S12485_1_R1.fastq.gz	gtdb_genomes_reps_r220/database/GCF/026/967/935/GCF_026967935.1_genomic.fna.gz	93.16	0.666	92.80-93.47	0.666	0.59-0.76	2	2.548	1172/20844	91.13	NZ_JAPVBL010000001.1 Modestobacter sp. VKM Ac-2982 n1, whole genome shotgun sequence
S12485_1_R1.fastq.gz	gtdb_genomes_reps_r220/database/GCF/017/526/105/GCF_017526105.1_genomic.fna.gz	93.14	0.278	92.63-93.77	0.278	0.22-0.33	1	1.407	1003/36047	89.09	NZ_CP071839.1 Streptomyces cyanogenus strain S136 chromosome, complete genome
S12485_1_R1.fastq.gz	gtdb_genomes_reps_r220/database/GCF/026/967/795/GCF_026967795.1_genomic.fna.gz	93.12	0.739	92.87-93.44	0.739	0.65-0.83	2	2.613	1087/18134	91.32	NZ_JAPVBH010000001.1 Modestobacter sp. VKM Ac-2986 n1, whole genome shotgun sequence
S12485_1_R1.fastq.gz	gtdb_genomes_reps_r220/database/GCF/003/075/095/GCF_003075095.1_genomic.fna.gz	93.12	0.759	92.82-93.44	0.759	0.66-0.83	2	2.758	1232/20296	91.36	NZ_QCZF01000001.1 Blastococcus litoris strain GP-S2-8 scaffold_1, whole genome shotgun sequence
S12485_1_R1.fastq.gz	gtdb_genomes_reps_r220/database/GCF/002/585/305/GCF_002585305.1_genomic.fna.gz	93.11	0.046	90.03-93.34	0.046	0.04-0.12	1	1.333	147/28593	84.37	NZ_NUNF01000100.1 Bacillus sp. AFS037270 AFS037270_103_H10_Contig100_140523, whole genome shotgun sequence
S12485_1_R1.fastq.gz	gtdb_genomes_reps_r220/database/GCA/000/620/185/GCA_000620185.1_genomic.fna.gz	93.11	0.667	92.73-93.39	0.667	0.58-0.77	2	2.737	1202/21835	91.07	KK211086.1 Geodermatophilaceae bacterium URHB0062 genomic scaffold N552DRAFT_scaffold00001.1, whole genome shotgun sequence
S12485_1_R1.fastq.gz	gtdb_genomes_reps_r220/database/GCF/003/319/175/GCF_003319175.1_genomic.fna.gz	93.08	0.812	92.78-93.35	0.812	0.68-0.93	2	2.904	1076/17183	91.45	NZ_QOHK01000030.1 Blastococcus sp. TF02-8 NODE_104_length_635_cov_1.232283, whole genome shotgun sequence
S12485_1_R1.fastq.gz	gtdb_genomes_reps_r220/database/GCF/003/319/125/GCF_003319125.1_genomic.fna.gz	93.08	0.819	92.82-93.38	0.819	0.71-0.92	2	2.803	1271/20124	91.48	NZ_QOHG01000041.1 Blastococcus sp. TF02A-26 NODE_102_length_1722_cov_476.055799, whole genome shotgun sequence
S12485_1_R1.fastq.gz	gtdb_genomes_reps_r220/database/GCF/026/967/985/GCF_026967985.1_genomic.fna.gz	93.07	0.707	92.76-93.35	0.707	0.62-0.79	1	2.253	1152/19889	91.22	NZ_JAPVBJ010000001.1 Modestobacter sp. VKM Ac-2984 n1, whole genome shotgun sequence
S12485_1_R1.fastq.gz	gtdb_genomes_reps_r220/database/GCF/017/833/295/GCF_017833295.1_genomic.fna.gz	93.07	0.214	92.27-93.67	0.214	0.16-0.27	1	1.419	580/26940	88.35	NZ_JAFIBW010000001.1 Methylobacterium sp. PvR107 Ga0438212_01, whole genome shotgun sequence
S12485_1_R1.fastq.gz	gtdb_genomes_reps_r220/database/GCF/002/938/435/GCF_002938435.1_genomic.fna.gz	93.06	0.711	92.71-93.44	0.711	0.61-0.79	2	2.795	1112/19485	91.18	NZ_POQT01000001.1 Blastococcus saxobsidens strain DSM 44509 contig00001, whole genome shotgun sequence
S12485_1_R1.fastq.gz	gtdb_genomes_reps_r220/database/GCA/030/776/865/GCA_030776865.1_genomic.fna.gz	93.06	0.393	92.33-93.71	0.393	0.29-0.51	1	1.559	299/8341	89.82	JALYGY010000001.1 MAG: Actinomycetota bacterium isolate GDC bin23 SD1469-71_k127_1224021, whole genome shotgun sequence
S12485_1_R1.fastq.gz	gtdb_genomes_reps_r220/database/GCF/021/699/055/GCF_021699055.1_genomic.fna.gz	93.05	0.810	92.78-93.35	0.810	0.71-0.91	2	2.812	1248/20169	91.41	NZ_SSXC01000001.1 Blastococcus sp. MG754426 scaffold_0, whole genome shotgun sequence
S12485_1_R1.fastq.gz	gtdb_genomes_reps_r220/database/GCF/026/967/805/GCF_026967805.1_genomic.fna.gz	93.04	0.758	92.74-93.42	0.758	0.64-0.85	2	2.825	1174/19801	91.29	NZ_JAPVBG010000001.1 Blastococcus sp. VKM Ac-2987 n1, whole genome shotgun sequence
S12485_1_R1.fastq.gz	gtdb_genomes_reps_r220/database/GCF/004/571/075/GCF_004571075.1_genomic.fna.gz	93.04	0.883	92.76-93.31	0.883	0.76-1.00	2	2.912	1125/17172	91.58	NZ_SPQP01000010.1 Blastococcus sp. TF02A_35 NODE_10_length_107913_cov_326.916974, whole genome shotgun sequence
S12485_1_R1.fastq.gz	gtdb_genomes_reps_r220/database/GCA/025/935/445/GCA_025935445.1_genomic.fna.gz	93.01	0.729	92.50-93.40	0.729	0.60-0.89	1	1.578	386/6950	91.10	JAICVG010000316.1 MAG: Nitrososphaera sp. isolate HEB_FP_1_bin.28 k141_1011455_length_2333_cov_12.3312, whole genome shotgun sequence
S12485_1_R1.fastq.gz	gtdb_genomes_reps_r220/database/GCF/023/016/265/GCF_023016265.1_genomic.fna.gz	92.98	0.657	92.54-93.32	0.657	0.57-0.78	2	2.822	1010/19277	90.93	NZ_CP095412.1 Blastococcus sp. PRF04-17 chromosome, complete genome
S12485_1_R1.fastq.gz	gtdb_genomes_reps_r220/database/GCF/011/758/655/GCF_011758655.1_genomic.fna.gz	92.98	0.715	92.64-93.28	0.715	0.62-0.82	2	2.641	1200/21814	91.07	NZ_JAAMPA010000001.1 Modestobacter marinus strain DSM 45201 Ga0310404_01, whole genome shotgun sequence
S12485_1_R1.fastq.gz	gtdb_genomes_reps_r220/database/GCF/014/205/255/GCF_014205255.1_genomic.fna.gz	92.96	0.254	92.54-93.53	0.254	0.20-0.29	1	1.503	917/37997	88.68	NZ_JACHNE010000001.1 Streptomyces caelestis strain DSM 40084 Ga0415167_01, whole genome shotgun sequence
S12485_1_R1.fastq.gz	gtdb_genomes_reps_r220/database/GCF/900/109/665/GCF_900109665.1_genomic.fna.gz	92.95	0.802	92.64-93.24	0.802	0.70-0.90	2	2.790	1187/20009	91.29	NZ_FOAO01000047.1 Blastococcus sp. DSM 46786, whole genome shotgun sequence
S12485_1_R1.fastq.gz	gtdb_genomes_reps_r220/database/GCF/016/031/655/GCF_016031655.1_genomic.fna.gz	92.92	0.209	92.35-93.43	0.209	0.17-0.26	1	1.324	675/33443	88.17	NZ_JACCHQ010000001.1 Bradyrhizobium glycinis strain CNPSo 4016 scaffold_0, whole genome shotgun sequence
S12485_1_R1.fastq.gz	gtdb_genomes_reps_r220/database/GCF/005/222/955/GCF_005222955.1_genomic.fna.gz	92.92	0.713	92.56-93.31	0.713	0.60-0.82	2	2.869	957/17446	91.06	NZ_LWUA01000001.1 Blastococcus sp. CCUG 61487 contig_1, whole genome shotgun sequence
S12485_1_R1.fastq.gz	gtdb_genomes_reps_r220/database/GCF/018/613/065/GCF_018613065.1_genomic.fna.gz	92.92	0.047	90.58-93.41	0.047	0.04-0.12	1	1.023	130/26843	84.20	NZ_JAGGQW010000009.1 Bacillus sp. ISL-7 ISL7_10, whole genome shotgun sequence
S12485_1_R1.fastq.gz	gtdb_genomes_reps_r220/database/GCF/010/682/105/GCF_010682105.1_genomic.fna.gz	92.91	0.714	92.54-93.19	0.714	0.63-0.82	2	2.642	1044/19137	91.04	NZ_JAAGWH010000063.1 Modestobacter muralis strain DSM 100205 Scaffold10_1, whole genome shotgun sequence
S12485_1_R1.fastq.gz	gtdb_genomes_reps_r220/database/GCF/001/513/975/GCF_001513975.1_genomic.fna.gz	92.91	0.262	92.36-93.47	0.262	0.21-0.32	1	1.450	888/36233	88.72	NZ_KQ947984.1 Streptomyces curacoi strain DSM 40107 PRJNA299217_s001, whole genome shotgun sequence
S12485_1_R1.fastq.gz	gtdb_genomes_reps_r220/database/GCF/026/967/925/GCF_026967925.1_genomic.fna.gz	92.90	0.712	92.55-93.20	0.712	0.62-0.83	2	2.558	1123/20754	91.02	NZ_JAPVBI010000001.1 Modestobacter sp. VKM Ac-2985 n1, whole genome shotgun sequence
S12485_1_R1.fastq.gz	gtdb_genomes_reps_r220/database/GCF/010/682/065/GCF_010682065.1_genomic.fna.gz	92.90	0.804	92.58-93.22	0.804	0.68-0.91	2	2.857	1014/17252	91.26	NZ_JAAGWG010000012.1 Blastococcus saxobsidens strain 67B17 Scaffold10_1, whole genome shotgun sequence
S12485_1_R1.fastq.gz	gtdb_genomes_reps_r220/database/GCF/000/444/875/GCF_000444875.1_genomic.fna.gz	92.89	0.264	92.38-93.49	0.264	0.21-0.32	1	1.489	759/30808	88.74	NC_021985.1 Streptomyces collinus Tu 365, complete sequence
S12485_1_R1.fastq.gz	gtdb_genomes_reps_r220/database/GCF/019/799/945/GCF_019799945.1_genomic.fna.gz	92.89	0.755	92.59-93.15	0.755	0.66-0.87	2	2.699	1259/22468	91.12	NZ_JABGCH010000089.1 Modestobacter marinus strain CPCC 205245 Scaffold101_1, whole genome shotgun sequence
S12485_1_R1.fastq.gz	gtdb_genomes_reps_r220/database/GCF/014/648/635/GCF_014648635.1_genomic.fna.gz	92.89	0.274	92.28-93.37	0.274	0.23-0.33	1	1.389	992/39172	88.82	NZ_BMRM01000001.1 Streptomyces cinerochromogenes strain JCM 3385 sequence01, whole genome shotgun sequence
S12485_1_R1.fastq.gz	gtdb_genomes_reps_r220/database/GCF/031/181/705/GCF_031181705.1_genomic.fna.gz	92.88	0.321	92.38-93.36	0.321	0.26-0.38	1	1.480	734/25248	89.21	NZ_JAPSKN010000216.1 MAG: Streptomyces sp. isolate RH52_bin.036 NODE_10067_length_6389_cov_92.215746, whole genome shotgun sequence
S12485_1_R1.fastq.gz	gtdb_genomes_reps_r220/database/GCF/004/570/875/GCF_004570875.1_genomic.fna.gz	92.88	0.675	92.48-93.25	0.675	0.57-0.80	2	2.587	1019/19536	90.91	NZ_SPQK01000010.1 Blastococcus sp. CT_GayMR16 NODE_10_length_150135_cov_124.731048, whole genome shotgun sequence
S12485_1_R1.fastq.gz	gtdb_genomes_reps_r220/database/GCA/030/776/915/GCA_030776915.1_genomic.fna.gz	92.87	0.592	92.18-93.51	0.592	0.45-0.79	1	1.545	255/5554	90.54	JALYGW010000001.1 MAG: Thermoproteota archaeon isolate GDC bin21 SD1469-71_k127_1224413, whole genome shotgun sequence
S12485_1_R1.fastq.gz	gtdb_genomes_reps_r220/database/GCF/000/761/485/GCF_000761485.1_genomic.fna.gz	92.87	0.753	92.55-93.13	0.753	0.66-0.87	2	2.611	1199/21588	91.10	NZ_JPMX01000001.1 Modestobacter caceresii strain KNN 45-2b asc16_sequence_0001, whole genome shotgun sequence
S12485_1_R1.fastq.gz	gtdb_genomes_reps_r220/database/GCA/025/924/355/GCA_025924355.1_genomic.fna.gz	92.86	0.709	92.10-93.49	0.709	0.54-0.92	1	1.571	219/4216	90.90	JAICEE010000001.1 MAG: Nitrososphaera sp. isolate A_bin.44 k141_221137_length_57609_cov_20.3961, whole genome shotgun sequence
S12485_1_R1.fastq.gz	gtdb_genomes_reps_r220/database/GCA/025/937/135/GCA_025937135.1_genomic.fna.gz	92.84	0.608	92.42-93.36	0.608	0.50-0.72	1	1.928	611/12849	90.64	JAICRZ010000165.1 MAG: Thermoleophilaceae bacterium isolate GZL_HYHR_2_bin.18 k141_1007256_length_6659_cov_12.8297, whole genome shotgun sequence
S12485_1_R1.fastq.gz	gtdb_genomes_reps_r220/database/GCA/030/773/575/GCA_030773575.1_genomic.fna.gz	92.84	0.632	92.17-93.38	0.632	0.49-0.82	1	2.243	522/10494	90.77	JALYMV010000001.1 MAG: Actinomycetota bacterium isolate ATA bin20 SD1493-95_k127_787765, whole genome shotgun sequence
S12485_1_R1.fastq.gz	gtdb_genomes_reps_r220/database/GCA/030/861/385/GCA_030861385.1_genomic.fna.gz	92.81	0.329	91.89-93.57	0.329	0.24-0.44	1	1.875	311/10655	89.23	JALZFU010000260.1 MAG: Actinomycetota bacterium isolate NAD bin18 SC8819-21_k127_1002670, whole genome shotgun sequence
S12485_1_R1.fastq.gz	gtdb_genomes_reps_r220/database/GCF/004/570/385/GCF_004570385.1_genomic.fna.gz	92.81	0.707	92.44-93.09	0.707	0.62-0.83	2	2.736	1035/19728	90.93	NZ_SPQL01000010.1 Blastococcus sp. CT_GayMR19 NODE_10_length_198570_cov_145.205152, whole genome shotgun sequence
S12485_1_R1.fastq.gz	gtdb_genomes_reps_r220/database/GCF/000/720/135/GCF_000720135.1_genomic.fna.gz	92.80	0.274	92.41-93.31	0.274	0.22-0.32	1	1.450	939/38290	88.73	NZ_JOIU01000001.1 Streptomyces sp. NRRL S-1022 contig1.1, whole genome shotgun sequence
S12485_1_R1.fastq.gz	gtdb_genomes_reps_r220/database/GCF/000/415/505/GCF_000415505.1_genomic.fna.gz	92.78	0.270	92.21-93.33	0.270	0.22-0.31	1	1.415	949/39497	88.67	NZ_KE353706.1 Streptomyces afghaniensis 772 STAFG_scaffold1, whole genome shotgun sequence
S12485_1_R1.fastq.gz	gtdb_genomes_reps_r220/database/GCF/900/112/815/GCF_900112815.1_genomic.fna.gz	92.78	0.784	92.46-93.12	0.784	0.68-0.89	2	2.764	1180/21570	91.05	NZ_FOND01000039.1 Blastococcus sp. DSM 46838, whole genome shotgun sequence
S12485_1_R1.fastq.gz	gtdb_genomes_reps_r220/database/GCA/019/683/805/GCA_019683805.1_genomic.fna.gz	92.78	0.593	92.20-93.35	0.593	0.44-0.75	2	2.760	521/11147	90.59	JADGHQ010000006.1 MAG: Thermoleophilaceae bacterium isolate HOG39 NODE_101_length_67323_cov_57.115331, whole genome shotgun sequence
S12485_1_R1.fastq.gz	gtdb_genomes_reps_r220/database/GCF/016/031/625/GCF_016031625.1_genomic.fna.gz	92.78	0.247	92.19-93.27	0.247	0.21-0.31	1	1.282	752/33635	88.46	NZ_JACCHP010000001.1 Bradyrhizobium agreste strain CNPSo 4010 scaffold_0, whole genome shotgun sequence
S12485_1_R1.fastq.gz	gtdb_genomes_reps_r220/database/GCF/008/124/835/GCF_008124835.1_genomic.fna.gz	92.77	0.780	92.42-93.05	0.780	0.69-0.90	2	2.709	1101/19867	91.09	NZ_VNHW01000001.1 Blastococcus xanthinilyticus strain DSM 46842 Ga0131107_101, whole genome shotgun sequence
S12485_1_R1.fastq.gz	gtdb_genomes_reps_r220/database/GCF/006/717/095/GCF_006717095.1_genomic.fna.gz	92.75	0.691	92.40-93.07	0.691	0.59-0.79	2	2.683	1101/21934	90.80	NZ_VFQE01000001.1 Blastococcus colisei strain DSM 46837 Ga0310407_11, whole genome shotgun sequence
S12485_1_R1.fastq.gz	gtdb_genomes_reps_r220/database/GCA/030/860/645/GCA_030860645.1_genomic.fna.gz	92.74	0.610	92.34-93.07	0.610	0.51-0.70	1	1.808	932/20475	90.51	JALZHT010000294.1 MAG: Acidobacteriota bacterium isolate SON bin9 SC8834_NODE_1001_length_4863_cov_1.704392, whole genome shotgun sequence
S12485_1_R1.fastq.gz	gtdb_genomes_reps_r220/database/GCF/900/221/005/GCF_900221005.1_genomic.fna.gz	92.72	0.759	92.31-92.99	0.759	0.65-0.87	2	2.716	1070/19958	90.99	NZ_OBQI01000013.1 Blastococcus aggregatus strain DSM 4725, whole genome shotgun sequence
S12485_1_R1.fastq.gz	gtdb_genomes_reps_r220/database/GCF/002/155/905/GCF_002155905.1_genomic.fna.gz	92.72	0.309	92.30-93.24	0.309	0.25-0.36	1	1.413	999/37739	88.95	NZ_MUMF01000001.1 Streptomyces tricolor strain NRRL B-16925 NRRL_B-16925_contig_1, whole genome shotgun sequence
S12485_1_R1.fastq.gz	gtdb_genomes_reps_r220/database/GCF/002/938/425/GCF_002938425.1_genomic.fna.gz	92.69	0.883	92.35-93.03	0.883	0.74-1.02	2	2.802	989/16957	91.24	NZ_POQU01000001.1 Blastococcus atacamensis strain P6 NODE_1, whole genome shotgun sequence
S12485_1_R1.fastq.gz	gtdb_genomes_reps_r220/database/GCF/900/230/285/GCF_900230285.1_genomic.fna.gz	92.69	0.778	92.36-92.99	0.778	0.68-0.91	2	2.791	1052/19516	91.01	NZ_OCNK01000011.1 Blastococcus haudaquaticus strain DSM 44270, whole genome shotgun sequence
S12485_1_R1.fastq.gz	gtdb_genomes_reps_r220/database/GCA/025/933/855/GCA_025933855.1_genomic.fna.gz	92.68	0.713	92.20-93.06	0.713	0.60-0.85	2	2.470	641/12913	90.77	JAICZD010000255.1 MAG: Modestobacter sp. isolate LS_ISSM_2_bin.76 k141_1002164_length_4255_cov_11.3860, whole genome shotgun sequence
S12485_1_R1.fastq.gz	gtdb_genomes_reps_r220/database/GCA/019/799/925/GCA_019799925.1_genomic.fna.gz	92.67	0.869	92.41-92.92	0.869	0.76-0.96	2	2.763	1309/22864	91.19	JABGCG010000086.1 Blastococcus sp. CPCC 205250 Scaffold100_1, whole genome shotgun sequence
S12485_1_R1.fastq.gz	gtdb_genomes_reps_r220/database/GCA/019/799/905/GCA_019799905.1_genomic.fna.gz	92.65	0.819	92.34-92.91	0.819	0.73-0.92	2	2.735	1285/23493	91.05	JABGCI010000089.1 Blastococcus endophyticus strain CPCC 205247 Scaffold100_1, whole genome shotgun sequence
S12485_1_R1.fastq.gz	gtdb_genomes_reps_r220/database/GCF/900/110/555/GCF_900110555.1_genomic.fna.gz	92.65	0.773	92.33-92.93	0.773	0.67-0.86	2	2.713	1117/21149	90.95	NZ_FOEE01000035.1 Blastococcus endophyticus strain DSM 45413, whole genome shotgun sequence
S12485_1_R1.fastq.gz	gtdb_genomes_reps_r220/database/GCA/902/805/625/GCA_902805625.1_genomic.fna.gz	92.64	0.399	92.13-93.26	0.399	0.30-0.48	1	1.513	503/15965	89.45	CADCTL010000001.1 MAG: uncultured Acetobacteraceae bacterium isolate AVDCRST_MAG04 genome assembly, contig: NODE100, whole genome shotgun sequence
S12485_1_R1.fastq.gz	gtdb_genomes_reps_r220/database/GCF/000/701/365/GCF_000701365.1_genomic.fna.gz	92.63	0.787	92.33-92.95	0.787	0.67-0.90	2	2.790	1188/22492	90.95	NZ_JNIK01000001.1 Blastococcus sp. URHD0036 N555DRAFT_scaffold00010.10_C, whole genome shotgun sequence
S12485_1_R1.fastq.gz	gtdb_genomes_reps_r220/database/GCF/000/582/785/GCF_000582785.1_genomic.fna.gz	92.63	0.838	92.24-93.01	0.838	0.71-0.99	2	2.696	932/16685	91.11	NZ_HG931173.1 Candidatus Blastococcus massiliensis AP3, whole genome shotgun sequence
S12485_1_R1.fastq.gz	gtdb_genomes_reps_r220/database/GCF/023/184/515/GCF_023184515.1_genomic.fna.gz	92.63	0.291	92.17-93.17	0.291	0.24-0.34	1	1.517	930/37988	88.72	NZ_JAAHBP010000001.1 Streptomyces sp. D2-8 contig1, whole genome shotgun sequence
S12485_1_R1.fastq.gz	gtdb_genomes_reps_r220/database/GCF/004/803/895/GCF_004803895.1_genomic.fna.gz	92.62	0.272	92.08-93.19	0.272	0.22-0.33	1	1.437	871/37948	88.54	NZ_CP021978.1 Streptomyces hawaiiensis strain ATCC 12236 chromosome, complete genome
S12485_1_R1.fastq.gz	gtdb_genomes_reps_r220/database/GCF/900/112/525/GCF_900112525.1_genomic.fna.gz	92.60	0.794	92.18-92.92	0.794	0.68-0.93	2	2.739	998/18841	90.96	NZ_FOMD01000009.1 Klenkia taihuensis strain DSM 45962, whole genome shotgun sequence
S12485_1_R1.fastq.gz	gtdb_genomes_reps_r220/database/GCF/001/280/065/GCF_001280065.1_genomic.fna.gz	92.60	0.284	92.04-93.16	0.284	0.23-0.34	1	1.468	849/35645	88.64	NZ_LGEA01000001.1 Streptomyces sp. NRRL B-1140 P439contig1.1, whole genome shotgun sequence
S12485_1_R1.fastq.gz	gtdb_genomes_reps_r220/database/GCA/019/779/905/GCA_019779905.1_genomic.fna.gz	92.58	0.720	92.17-92.87	0.720	0.63-0.84	2	2.705	1015/20628	90.74	JABAKE010000095.1 Modestobacter lapidis strain DSM 100206 Scaffold100_1, whole genome shotgun sequence
S12485_1_R1.fastq.gz	gtdb_genomes_reps_r220/database/GCF/000/717/055/GCF_000717055.1_genomic.fna.gz	92.58	0.275	92.10-93.08	0.275	0.22-0.33	1	1.509	910/39585	88.54	NZ_JNXI01000001.1 Streptomyces iakyrus strain NRRL ISP-5482 contig1.1, whole genome shotgun sequence
S12485_1_R1.fastq.gz	gtdb_genomes_reps_r220/database/GCA/030/773/535/GCA_030773535.1_genomic.fna.gz	92.58	0.722	92.08-92.92	0.722	0.60-0.88	2	2.703	609/12411	90.73	JALYMS010000001.1 MAG: Actinomycetota bacterium isolate ATA bin17 SD1493-95_k127_12, whole genome shotgun sequence
S12485_1_R1.fastq.gz	gtdb_genomes_reps_r220/database/GCF/003/443/735/GCF_003443735.1_genomic.fna.gz	92.57	0.251	92.01-93.06	0.251	0.21-0.30	1	1.481	848/40409	88.28	NZ_CP031969.1 Streptomyces sp. CC0208 chromosome, complete genome
S12485_1_R1.fastq.gz	gtdb_genomes_reps_r220/database/GCF/001/270/025/GCF_001270025.1_genomic.fna.gz	92.56	0.280	92.09-93.02	0.280	0.23-0.33	1	1.478	882/37971	88.57	NZ_DF968184.1 Streptomyces azureus strain ATCC 14921, whole genome shotgun sequence
S12485_1_R1.fastq.gz	gtdb_genomes_reps_r220/database/GCA/003/222/975/GCA_003222975.1_genomic.fna.gz	92.54	0.618	92.12-92.90	0.618	0.52-0.71	1	1.817	917/21345	90.35	QHXN01000100.1 MAG: Acidobacteria bacterium isolate gp4 AA19 14_0903_12_40cm_200_scaffold_1032_curated, whole genome shotgun sequence
S12485_1_R1.fastq.gz	gtdb_genomes_reps_r220/database/GCF/003/330/845/GCF_003330845.1_genomic.fna.gz	92.53	0.321	92.13-93.09	0.321	0.26-0.37	1	1.479	947/36694	88.87	NZ_CP026121.1 Streptomyces sp. Go-475 chromosome, complete genome
S12485_1_R1.fastq.gz	gtdb_genomes_reps_r220/database/GCF/900/236/475/GCF_900236475.1_genomic.fna.gz	92.51	0.305	92.12-93.01	0.305	0.25-0.35	1	1.442	933/38278	88.71	NZ_LT963352.1 Streptomyces chartreusis NRRL 3882 isolate NRRL3882 chromosome I
S12485_1_R1.fastq.gz	gtdb_genomes_reps_r220/database/GCA/016/215/085/GCA_016215085.1_genomic.fna.gz	92.51	0.676	92.17-92.99	0.676	0.54-0.79	1	2.151	713/15143	90.61	JACRMD010000144.1 MAG: Solirubrobacterales bacterium isolate NC_groundwater_1898_Pr3_S2p5_74_9 SR2-18-S2p5_coassembly_scaffold_100437, whole genome shotgun sequence
S12485_1_R1.fastq.gz	gtdb_genomes_reps_r220/database/GCF/028/885/415/GCF_028885415.1_genomic.fna.gz	92.50	0.285	92.03-92.94	0.285	0.23-0.33	1	1.527	926/40298	88.54	NZ_CP118527.1 Streptomyces coeruleorubidus strain DM isolate Shanghai chromosome, complete genome
S12485_1_R1.fastq.gz	gtdb_genomes_reps_r220/database/GCF/002/148/965/GCF_002148965.1_genomic.fna.gz	92.50	0.301	91.95-93.01	0.301	0.25-0.37	1	1.434	946/39209	88.68	NZ_NGFN01000001.1 Streptomyces swartbergensis strain HMC13 scaffold1.1, whole genome shotgun sequence
S12485_1_R1.fastq.gz	gtdb_genomes_reps_r220/database/GCA/019/683/855/GCA_019683855.1_genomic.fna.gz	92.49	0.796	91.87-92.97	0.796	0.63-1.02	2	2.568	440/8458	90.90	JADGHP010000114.1 MAG: Thermoleophilia bacterium isolate HOG38 NODE_10003_length_5519_cov_185.528044, whole genome shotgun sequence
S12485_1_R1.fastq.gz	gtdb_genomes_reps_r220/database/GCF/900/100/695/GCF_900100695.1_genomic.fna.gz	92.48	0.794	92.12-92.80	0.794	0.68-0.93	2	2.845	982/19502	90.81	NZ_FNCF01000012.1 Klenkia brasiliensis strain DSM 44526, whole genome shotgun sequence
S12485_1_R1.fastq.gz	gtdb_genomes_reps_r220/database/GCF/000/284/015/GCF_000284015.1_genomic.fna.gz	92.48	0.788	92.15-92.75	0.788	0.68-0.91	2	2.791	1026/20494	90.79	NC_016943.1 Blastococcus saxobsidens DD2, complete sequence
S12485_1_R1.fastq.gz	gtdb_genomes_reps_r220/database/GCF/002/150/735/GCF_002150735.1_genomic.fna.gz	92.47	0.315	92.08-93.00	0.315	0.25-0.36	1	1.464	978/39466	88.76	NZ_MUKA01000001.1 Streptomyces africanus strain NRRL B-24243 NRRL_B-24243_contig_1, whole genome shotgun sequence
S12485_1_R1.fastq.gz	gtdb_genomes_reps_r220/database/GCF/014/654/935/GCF_014654935.1_genomic.fna.gz	92.47	0.303	92.04-93.02	0.303	0.25-0.35	1	1.481	869/36198	88.67	NZ_BNBF01000001.1 Streptomyces capoamus strain JCM 4253 sequence001, whole genome shotgun sequence
S12485_1_R1.fastq.gz	gtdb_genomes_reps_r220/database/GCF/025/200/925/GCF_025200925.1_genomic.fna.gz	92.46	0.239	91.83-92.92	0.239	0.20-0.29	1	1.353	689/35321	88.07	NZ_CP104174.1 Bradyrhizobium sp. CB1015 chromosome, complete genome
S12485_1_R1.fastq.gz	gtdb_genomes_reps_r220/database/GCF/007/655/005/GCF_007655005.1_genomic.fna.gz	92.46	0.285	92.03-92.96	0.285	0.24-0.33	1	1.482	886/38979	88.51	NZ_SZVW01000001.1 Streptomyces tibetensis strain XZ 46 scaffold1, whole genome shotgun sequence
